State,Soil Type,Previous Crop,Fertilizer Used,Water Hardness,Livestock,Resources,Temperature,Rainfall,Recommend Crop,Required Water,Required Fertilizer,Crop Protection Tip,Limited Resources Tip,Predicted Disease,Disease Prevention Tip
Puducherry,Laterite,Banana,Compost,Hard,None,Rotavator,29,2,Sugarcane,6000,Compost: 1500 kg/ha,Use netting for birds,Practice mulching,Yellow vein mosaic in pulses,Apply fungicides
Puducherry,Laterite,Mango,DAP,Soft,Goats,None,39,1,Tapioca,4000,DAP: 85 kg/ha,Use netting for birds,Adopt rainwater harvesting,Blast in rice,Use resistant varieties
Puducherry,Sandy,Vegetables,Urea,Hard,Cattle,Trailer,39,2,Sugarcane,6000,Compost: 1500 kg/ha,Use netting for birds,Practice mulching,Tikka disease in groundnut,Apply fungicides
Puducherry,Sandy,Banana,Urea,Soft,Goats,None,23,1,Vegetables,3200,Compost: 1400 kg/ha,Use organic repellents,Adopt rainwater harvesting,Red Rot in sugarcane,Regularly inspect crops
Puducherry,Sandy,Rice,Urea,Soft,Buffalo,Trailer,35,2,Sugarcane,6000,Compost: 1500 kg/ha,Use organic repellents,Use intercropping,Wilt in coconut,Use resistant varieties
Puducherry,Laterite,Banana,NPK,Hard,Goats,Plough,35,1,Rice,5000,Urea: 100 kg/ha,Apply pesticides regularly,Practice mulching,Wilt in coconut,Use resistant varieties
Puducherry,Loamy,Banana,Urea,Soft,None,Seed Drill,36,1,Rice,5000,Urea: 100 kg/ha,Fence fields for cattle,Adopt rainwater harvesting,Wilt in coconut,Use resistant varieties
Puducherry,Loamy,Sugarcane,Compost,Hard,Cattle,Harvester,23,2,Sugarcane,6000,Compost: 1500 kg/ha,Use netting for birds,Implement crop rotation,Wilt in coconut,Ensure proper drainage
Puducherry,Sandy,Tapioca,NPK,Hard,Poultry,None,34,2,Coconut,4000,DAP: 80 kg/ha,Fence fields for cattle,Implement crop rotation,Wilt in coconut,Apply fungicides
Puducherry,Loamy,Sugarcane,Compost,Soft,Cattle,None,25,1,Coconut,4000,DAP: 80 kg/ha,Fence fields for cattle,Use intercropping,Red Rot in sugarcane,Regularly inspect crops
Puducherry,Loamy,Groundnut,Compost,Hard,Buffalo,Sprayer,38,3,Groundnut,3500,NPK: 90 kg/ha,Use netting for birds,Practice mulching,Yellow vein mosaic in pulses,Regularly inspect crops
Puducherry,Alluvial,Sugarcane,DAP,Hard,Buffalo,None,37,2,Mango,2000,Urea: 50 kg/ha,Use netting for birds,Implement crop rotation,Yellow vein mosaic in pulses,Ensure proper drainage
Puducherry,Loamy,Tapioca,DAP,Hard,Buffalo,None,25,1,Coconut,4000,DAP: 80 kg/ha,Apply pesticides regularly,Implement crop rotation,Wilt in coconut,Ensure proper drainage
Puducherry,Sandy,Vegetables,NPK,Soft,Buffalo,None,40,2,Vegetables,3200,Compost: 1400 kg/ha,Use organic repellents,Practice mulching,Red Rot in sugarcane,Use resistant varieties
Puducherry,Loamy,Vegetables,DAP,Soft,Goats,Sprayer,27,3,Groundnut,3500,NPK: 90 kg/ha,Apply pesticides regularly,Practice mulching,Yellow vein mosaic in pulses,Apply fungicides
Puducherry,Alluvial,Mango,DAP,Soft,Poultry,Brush Cutter,29,2,Pulses,3000,Compost: 1200 kg/ha,Use netting for birds,Use intercropping,Blast in rice,Apply fungicides
Puducherry,Loamy,Mango,NPK,Soft,Poultry,None,23,3,Banana,5500,Urea: 120 kg/ha,Apply pesticides regularly,Practice mulching,Red Rot in sugarcane,Apply fungicides
Puducherry,Loamy,Rice,Compost,Soft,Buffalo,None,33,3,Vegetables,3200,Compost: 1400 kg/ha,Use organic repellents,Use intercropping,Red Rot in sugarcane,Use resistant varieties
Puducherry,Sandy,Coconut,Compost,Soft,Goats,None,25,1,Mango,2000,Urea: 50 kg/ha,Apply pesticides regularly,Adopt rainwater harvesting,Blast in rice,Regularly inspect crops
Puducherry,Laterite,Vegetables,NPK,Soft,Cattle,Combine,24,1,Rice,5000,Urea: 100 kg/ha,Fence fields for cattle,Use intercropping,Blast in rice,Regularly inspect crops
Puducherry,Sandy,Pulses,DAP,Hard,Buffalo,Rotavator,33,3,Groundnut,3500,NPK: 90 kg/ha,Use organic repellents,Implement crop rotation,Yellow vein mosaic in pulses,Ensure proper drainage
Puducherry,Alluvial,Pulses,NPK,Hard,Cattle,None,32,1,Mango,2000,Urea: 50 kg/ha,Use organic repellents,Practice mulching,Tikka disease in groundnut,Apply fungicides
Puducherry,Sandy,Vegetables,Urea,Soft,Cattle,None,31,1,Banana,5500,Urea: 120 kg/ha,Apply pesticides regularly,Use intercropping,Wilt in coconut,Use resistant varieties
Puducherry,Loamy,Tapioca,Compost,Soft,Cattle,None,39,1,Mango,2000,Urea: 50 kg/ha,Fence fields for cattle,Adopt rainwater harvesting,Yellow vein mosaic in pulses,Ensure proper drainage
Puducherry,Sandy,Groundnut,DAP,Soft,Cattle,None,40,3,Tapioca,4000,DAP: 85 kg/ha,Apply pesticides regularly,Implement crop rotation,Tikka disease in groundnut,Apply fungicides
Puducherry,Sandy,Cotton,Compost,Soft,Buffalo,None,28,3,Banana,5500,Urea: 120 kg/ha,Use organic repellents,Use intercropping,Blast in rice,Ensure proper drainage
Puducherry,Sandy,Pulses,DAP,Soft,Poultry,Power Weeder,27,3,Cotton,4500,NPK: 100 kg/ha,Apply pesticides regularly,Adopt rainwater harvesting,Wilt in coconut,Use resistant varieties
Puducherry,Alluvial,Groundnut,Compost,Hard,Goats,Brush Cutter,39,2,Pulses,3000,Compost: 1200 kg/ha,Use netting for birds,Practice mulching,Wilt in coconut,Apply fungicides
Puducherry,Laterite,Mango,Urea,Soft,Poultry,None,30,3,Tapioca,4000,DAP: 85 kg/ha,Fence fields for cattle,Use intercropping,Wilt in coconut,Use resistant varieties
Puducherry,Laterite,Rice,Urea,Soft,Cattle,Power Tiller,24,1,Groundnut,3500,NPK: 90 kg/ha,Fence fields for cattle,Implement crop rotation,Yellow vein mosaic in pulses,Regularly inspect crops
Puducherry,Loamy,Sugarcane,Urea,Soft,Goats,Harvester,26,1,Sugarcane,6000,Compost: 1500 kg/ha,Apply pesticides regularly,Use intercropping,Wilt in coconut,Regularly inspect crops
Puducherry,Sandy,Sugarcane,Compost,Hard,Buffalo,None,23,1,Tapioca,4000,DAP: 85 kg/ha,Use organic repellents,Practice mulching,Tikka disease in groundnut,Use resistant varieties
Puducherry,Alluvial,Mango,NPK,Soft,Goats,Rotavator,25,1,Sugarcane,6000,Compost: 1500 kg/ha,Use netting for birds,Adopt rainwater harvesting,Blast in rice,Use resistant varieties
Puducherry,Laterite,Banana,DAP,Soft,Cattle,None,36,1,Mango,2000,Urea: 50 kg/ha,Fence fields for cattle,Implement crop rotation,Tikka disease in groundnut,Use resistant varieties
Puducherry,Alluvial,Banana,DAP,Soft,Cattle,None,38,3,Mango,2000,Urea: 50 kg/ha,Use organic repellents,Use intercropping,Tikka disease in groundnut,Apply fungicides
Puducherry,Sandy,Groundnut,Urea,Hard,Poultry,Rotavator,27,2,Groundnut,3500,NPK: 90 kg/ha,Fence fields for cattle,Use intercropping,Red Rot in sugarcane,Regularly inspect crops
Puducherry,Loamy,Groundnut,DAP,Hard,Cattle,None,36,3,Mango,2000,Urea: 50 kg/ha,Fence fields for cattle,Use intercropping,Red Rot in sugarcane,Use resistant varieties
Puducherry,Laterite,Groundnut,Compost,Soft,None,None,23,2,Coconut,4000,DAP: 80 kg/ha,Use organic repellents,Practice mulching,Blast in rice,Apply fungicides
Puducherry,Loamy,Sugarcane,Urea,Soft,Cattle,Brush Cutter,24,3,Pulses,3000,Compost: 1200 kg/ha,Fence fields for cattle,Use intercropping,Blast in rice,Ensure proper drainage
Puducherry,Laterite,Pulses,Urea,Soft,Poultry,None,26,1,Mango,2000,Urea: 50 kg/ha,Use organic repellents,Adopt rainwater harvesting,Yellow vein mosaic in pulses,Regularly inspect crops
Puducherry,Loamy,Cotton,DAP,Soft,Buffalo,Combine,23,2,Rice,5000,Urea: 100 kg/ha,Use netting for birds,Adopt rainwater harvesting,Yellow vein mosaic in pulses,Apply fungicides
Puducherry,Sandy,Rice,Compost,Soft,Cattle,None,23,3,Banana,5500,Urea: 120 kg/ha,Fence fields for cattle,Practice mulching,Yellow vein mosaic in pulses,Apply fungicides
Puducherry,Laterite,Banana,Urea,Hard,Goats,None,33,1,Banana,5500,Urea: 120 kg/ha,Use netting for birds,Practice mulching,Tikka disease in groundnut,Use resistant varieties
Puducherry,Alluvial,Cotton,DAP,Soft,Cattle,Seed Drill,26,1,Rice,5000,Urea: 100 kg/ha,Use organic repellents,Practice mulching,Wilt in coconut,Regularly inspect crops
Puducherry,Loamy,Cotton,Urea,Hard,Cattle,Combine,38,3,Rice,5000,Urea: 100 kg/ha,Use netting for birds,Implement crop rotation,Yellow vein mosaic in pulses,Use resistant varieties
Puducherry,Loamy,Vegetables,DAP,Soft,Poultry,None,30,3,Mango,2000,Urea: 50 kg/ha,Fence fields for cattle,Use intercropping,Wilt in coconut,Use resistant varieties
Puducherry,Laterite,Pulses,Compost,Hard,Poultry,None,23,1,Vegetables,3200,Compost: 1400 kg/ha,Apply pesticides regularly,Practice mulching,Tikka disease in groundnut,Ensure proper drainage
Puducherry,Sandy,Mango,Compost,Soft,Poultry,Power Tiller,32,2,Pulses,3000,Compost: 1200 kg/ha,Apply pesticides regularly,Use intercropping,Red Rot in sugarcane,Ensure proper drainage
Puducherry,Alluvial,Banana,Urea,Soft,None,Harvester,28,1,Sugarcane,6000,Compost: 1500 kg/ha,Use netting for birds,Implement crop rotation,Blast in rice,Ensure proper drainage
Puducherry,Loamy,Vegetables,DAP,Soft,Cattle,None,39,3,Vegetables,3200,Compost: 1400 kg/ha,Apply pesticides regularly,Use intercropping,Wilt in coconut,Regularly inspect crops
Puducherry,Laterite,Groundnut,Compost,Hard,Buffalo,None,30,3,Banana,5500,Urea: 120 kg/ha,Use organic repellents,Adopt rainwater harvesting,Yellow vein mosaic in pulses,Apply fungicides
Puducherry,Loamy,Rice,Urea,Hard,None,None,28,2,Banana,5500,Urea: 120 kg/ha,Fence fields for cattle,Use intercropping,Yellow vein mosaic in pulses,Ensure proper drainage
Puducherry,Alluvial,Sugarcane,Urea,Hard,None,Brush Cutter,38,3,Sugarcane,6000,Compost: 1500 kg/ha,Fence fields for cattle,Use intercropping,Wilt in coconut,Regularly inspect crops
Puducherry,Sandy,Vegetables,DAP,Soft,Buffalo,Rotavator,28,1,Groundnut,3500,NPK: 90 kg/ha,Apply pesticides regularly,Adopt rainwater harvesting,Blast in rice,Apply fungicides
Puducherry,Laterite,Cotton,Urea,Soft,None,None,28,2,Mango,2000,Urea: 50 kg/ha,Use organic repellents,Adopt rainwater harvesting,Tikka disease in groundnut,Use resistant varieties
Puducherry,Alluvial,Tapioca,DAP,Hard,Cattle,None,36,1,Vegetables,3200,Compost: 1400 kg/ha,Use organic repellents,Practice mulching,Tikka disease in groundnut,Apply fungicides
Puducherry,Alluvial,Pulses,NPK,Soft,Buffalo,Trailer,38,1,Sugarcane,6000,Compost: 1500 kg/ha,Fence fields for cattle,Practice mulching,Wilt in coconut,Use resistant varieties
Puducherry,Loamy,Tapioca,DAP,Hard,None,None,26,3,Vegetables,3200,Compost: 1400 kg/ha,Fence fields for cattle,Implement crop rotation,Blast in rice,Regularly inspect crops
Puducherry,Laterite,Coconut,NPK,Hard,Cattle,None,28,2,Vegetables,3200,Compost: 1400 kg/ha,Fence fields for cattle,Implement crop rotation,Blast in rice,Ensure proper drainage
Puducherry,Sandy,Banana,DAP,Hard,Cattle,Brush Cutter,35,1,Sugarcane,6000,Compost: 1500 kg/ha,Use organic repellents,Use intercropping,Tikka disease in groundnut,Apply fungicides
Puducherry,Loamy,Groundnut,DAP,Hard,Poultry,None,39,3,Tapioca,4000,DAP: 85 kg/ha,Fence fields for cattle,Use intercropping,Tikka disease in groundnut,Regularly inspect crops
Puducherry,Laterite,Groundnut,NPK,Hard,Poultry,Brush Cutter,29,1,Sugarcane,6000,Compost: 1500 kg/ha,Use organic repellents,Practice mulching,Tikka disease in groundnut,Ensure proper drainage
Puducherry,Alluvial,Tapioca,Urea,Soft,Cattle,Plough,25,2,Rice,5000,Urea: 100 kg/ha,Use organic repellents,Practice mulching,Tikka disease in groundnut,Ensure proper drainage
Puducherry,Sandy,Pulses,Urea,Soft,None,None,36,2,Vegetables,3200,Compost: 1400 kg/ha,Use organic repellents,Adopt rainwater harvesting,Yellow vein mosaic in pulses,Apply fungicides
Puducherry,Laterite,Tapioca,Urea,Hard,Buffalo,None,22,2,Mango,2000,Urea: 50 kg/ha,Fence fields for cattle,Practice mulching,Tikka disease in groundnut,Use resistant varieties
Puducherry,Alluvial,Banana,NPK,Hard,None,Power Tiller,34,2,Rice,5000,Urea: 100 kg/ha,Apply pesticides regularly,Use intercropping,Wilt in coconut,Use resistant varieties
Puducherry,Sandy,Coconut,Urea,Soft,Cattle,None,38,1,Coconut,4000,DAP: 80 kg/ha,Use organic repellents,Practice mulching,Blast in rice,Use resistant varieties
Puducherry,Alluvial,Rice,Compost,Soft,Cattle,None,22,1,Tapioca,4000,DAP: 85 kg/ha,Use organic repellents,Use intercropping,Red Rot in sugarcane,Regularly inspect crops
Puducherry,Sandy,Banana,DAP,Soft,Buffalo,Power Weeder,26,3,Cotton,4500,NPK: 100 kg/ha,Use organic repellents,Practice mulching,Blast in rice,Ensure proper drainage
Puducherry,Laterite,Groundnut,Urea,Soft,Cattle,Power Tiller,35,1,Pulses,3000,Compost: 1200 kg/ha,Apply pesticides regularly,Adopt rainwater harvesting,Yellow vein mosaic in pulses,Use resistant varieties
Puducherry,Loamy,Banana,Urea,Soft,Buffalo,Combine,31,2,Rice,5000,Urea: 100 kg/ha,Apply pesticides regularly,Use intercropping,Wilt in coconut,Apply fungicides
Puducherry,Laterite,Sugarcane,DAP,Hard,Goats,None,28,2,Tapioca,4000,DAP: 85 kg/ha,Use netting for birds,Adopt rainwater harvesting,Red Rot in sugarcane,Apply fungicides
Puducherry,Laterite,Pulses,NPK,Soft,Cattle,Plough,29,3,Cotton,4500,NPK: 100 kg/ha,Apply pesticides regularly,Implement crop rotation,Yellow vein mosaic in pulses,Use resistant varieties
Puducherry,Laterite,Coconut,Compost,Soft,Buffalo,Combine,22,1,Rice,5000,Urea: 100 kg/ha,Apply pesticides regularly,Implement crop rotation,Blast in rice,Use resistant varieties
Puducherry,Laterite,Tapioca,DAP,Hard,None,None,27,3,Mango,2000,Urea: 50 kg/ha,Fence fields for cattle,Adopt rainwater harvesting,Yellow vein mosaic in pulses,Use resistant varieties
Puducherry,Laterite,Cotton,Urea,Hard,Buffalo,Power Tiller,31,2,Pulses,3000,Compost: 1200 kg/ha,Use organic repellents,Practice mulching,Wilt in coconut,Regularly inspect crops
Puducherry,Alluvial,Banana,NPK,Soft,None,Plough,31,3,Cotton,4500,NPK: 100 kg/ha,Apply pesticides regularly,Practice mulching,Blast in rice,Apply fungicides
Puducherry,Alluvial,Sugarcane,Compost,Soft,Goats,Sprayer,23,3,Groundnut,3500,NPK: 90 kg/ha,Apply pesticides regularly,Use intercropping,Blast in rice,Regularly inspect crops
Puducherry,Laterite,Sugarcane,NPK,Soft,Cattle,None,37,1,Banana,5500,Urea: 120 kg/ha,Use netting for birds,Adopt rainwater harvesting,Yellow vein mosaic in pulses,Regularly inspect crops
Puducherry,Alluvial,Coconut,Compost,Hard,None,Thrasher,28,1,Pulses,3000,Compost: 1200 kg/ha,Apply pesticides regularly,Implement crop rotation,Blast in rice,Apply fungicides
Puducherry,Laterite,Mango,Urea,Soft,Goats,Plough,38,1,Rice,5000,Urea: 100 kg/ha,Use organic repellents,Implement crop rotation,Tikka disease in groundnut,Ensure proper drainage
Puducherry,Alluvial,Sugarcane,NPK,Soft,Poultry,Power Tiller,25,2,Groundnut,3500,NPK: 90 kg/ha,Fence fields for cattle,Practice mulching,Blast in rice,Use resistant varieties
Puducherry,Laterite,Coconut,Urea,Hard,Goats,Power Tiller,27,3,Rice,5000,Urea: 100 kg/ha,Apply pesticides regularly,Use intercropping,Wilt in coconut,Use resistant varieties
Puducherry,Alluvial,Pulses,Compost,Hard,Goats,None,25,2,Coconut,4000,DAP: 80 kg/ha,Use netting for birds,Practice mulching,Wilt in coconut,Ensure proper drainage
Puducherry,Alluvial,Rice,Compost,Soft,None,None,37,2,Coconut,4000,DAP: 80 kg/ha,Use organic repellents,Implement crop rotation,Wilt in coconut,Ensure proper drainage
Puducherry,Laterite,Tapioca,DAP,Hard,Goats,Seed Drill,23,2,Pulses,3000,Compost: 1200 kg/ha,Fence fields for cattle,Practice mulching,Wilt in coconut,Apply fungicides
Puducherry,Alluvial,Groundnut,NPK,Hard,None,Harvester,26,1,Groundnut,3500,NPK: 90 kg/ha,Apply pesticides regularly,Use intercropping,Blast in rice,Regularly inspect crops
Puducherry,Loamy,Sugarcane,DAP,Hard,Cattle,None,40,2,Vegetables,3200,Compost: 1400 kg/ha,Fence fields for cattle,Use intercropping,Wilt in coconut,Ensure proper drainage
Puducherry,Loamy,Groundnut,NPK,Hard,Cattle,Cultivator,26,3,Cotton,4500,NPK: 100 kg/ha,Use organic repellents,Adopt rainwater harvesting,Blast in rice,Apply fungicides
Puducherry,Loamy,Tapioca,NPK,Hard,Cattle,None,35,2,Coconut,4000,DAP: 80 kg/ha,Use organic repellents,Adopt rainwater harvesting,Blast in rice,Use resistant varieties
Puducherry,Laterite,Sugarcane,DAP,Soft,None,Sprayer,30,2,Groundnut,3500,NPK: 90 kg/ha,Use organic repellents,Practice mulching,Blast in rice,Regularly inspect crops
Puducherry,Sandy,Pulses,Compost,Hard,Cattle,Sprayer,23,3,Groundnut,3500,NPK: 90 kg/ha,Use organic repellents,Implement crop rotation,Tikka disease in groundnut,Ensure proper drainage
Puducherry,Loamy,Vegetables,NPK,Soft,None,None,33,1,Vegetables,3200,Compost: 1400 kg/ha,Fence fields for cattle,Adopt rainwater harvesting,Red Rot in sugarcane,Apply fungicides
Puducherry,Sandy,Vegetables,NPK,Soft,Buffalo,None,32,1,Mango,2000,Urea: 50 kg/ha,Use organic repellents,Use intercropping,Blast in rice,Regularly inspect crops
Puducherry,Laterite,Coconut,DAP,Soft,None,Brush Cutter,24,1,Pulses,3000,Compost: 1200 kg/ha,Fence fields for cattle,Practice mulching,Blast in rice,Use resistant varieties
Puducherry,Laterite,Sugarcane,DAP,Soft,Buffalo,Harvester,36,2,Sugarcane,6000,Compost: 1500 kg/ha,Fence fields for cattle,Adopt rainwater harvesting,Blast in rice,Ensure proper drainage
Puducherry,Loamy,Rice,NPK,Hard,Cattle,Power Tiller,38,2,Pulses,3000,Compost: 1200 kg/ha,Use organic repellents,Use intercropping,Yellow vein mosaic in pulses,Ensure proper drainage
Puducherry,Alluvial,Mango,DAP,Hard,Poultry,None,38,2,Mango,2000,Urea: 50 kg/ha,Use organic repellents,Adopt rainwater harvesting,Wilt in coconut,Use resistant varieties
Puducherry,Sandy,Banana,Urea,Soft,Buffalo,None,38,3,Banana,5500,Urea: 120 kg/ha,Fence fields for cattle,Practice mulching,Wilt in coconut,Apply fungicides
Puducherry,Alluvial,Sugarcane,Compost,Soft,Poultry,Rotavator,33,2,Groundnut,3500,NPK: 90 kg/ha,Use netting for birds,Implement crop rotation,Blast in rice,Apply fungicides
Puducherry,Loamy,Cotton,Compost,Hard,Cattle,Sprayer,36,3,Groundnut,3500,NPK: 90 kg/ha,Use organic repellents,Practice mulching,Tikka disease in groundnut,Ensure proper drainage
Puducherry,Alluvial,Rice,DAP,Soft,None,Plough,26,3,Rice,5000,Urea: 100 kg/ha,Use netting for birds,Use intercropping,Red Rot in sugarcane,Ensure proper drainage
Puducherry,Alluvial,Coconut,Compost,Soft,Cattle,None,35,1,Mango,2000,Urea: 50 kg/ha,Use organic repellents,Practice mulching,Blast in rice,Ensure proper drainage
Puducherry,Alluvial,Sugarcane,DAP,Hard,None,None,35,1,Mango,2000,Urea: 50 kg/ha,Use organic repellents,Practice mulching,Red Rot in sugarcane,Regularly inspect crops
Puducherry,Loamy,Rice,Compost,Hard,None,None,31,1,Tapioca,4000,DAP: 85 kg/ha,Use organic repellents,Implement crop rotation,Red Rot in sugarcane,Apply fungicides
Puducherry,Sandy,Banana,Urea,Soft,Goats,None,22,1,Coconut,4000,DAP: 80 kg/ha,Use netting for birds,Practice mulching,Tikka disease in groundnut,Regularly inspect crops
Puducherry,Loamy,Groundnut,Compost,Hard,None,Brush Cutter,40,1,Sugarcane,6000,Compost: 1500 kg/ha,Use organic repellents,Practice mulching,Yellow vein mosaic in pulses,Apply fungicides
Puducherry,Sandy,Pulses,Compost,Soft,Buffalo,None,36,2,Mango,2000,Urea: 50 kg/ha,Use netting for birds,Practice mulching,Tikka disease in groundnut,Ensure proper drainage
Puducherry,Alluvial,Tapioca,Compost,Hard,Cattle,None,35,2,Banana,5500,Urea: 120 kg/ha,Use organic repellents,Use intercropping,Tikka disease in groundnut,Ensure proper drainage
Puducherry,Laterite,Banana,NPK,Hard,Goats,Thrasher,31,1,Pulses,3000,Compost: 1200 kg/ha,Fence fields for cattle,Adopt rainwater harvesting,Red Rot in sugarcane,Apply fungicides
Puducherry,Alluvial,Rice,Compost,Hard,Goats,Seed Drill,39,3,Pulses,3000,Compost: 1200 kg/ha,Use netting for birds,Practice mulching,Yellow vein mosaic in pulses,Use resistant varieties
Puducherry,Alluvial,Mango,Urea,Soft,Goats,None,34,1,Vegetables,3200,Compost: 1400 kg/ha,Use organic repellents,Practice mulching,Wilt in coconut,Apply fungicides
Puducherry,Alluvial,Tapioca,Urea,Hard,Buffalo,Power Tiller,35,3,Groundnut,3500,NPK: 90 kg/ha,Fence fields for cattle,Adopt rainwater harvesting,Tikka disease in groundnut,Apply fungicides
Puducherry,Sandy,Banana,NPK,Hard,Poultry,None,32,1,Vegetables,3200,Compost: 1400 kg/ha,Apply pesticides regularly,Implement crop rotation,Red Rot in sugarcane,Use resistant varieties
Puducherry,Loamy,Cotton,NPK,Hard,Goats,None,35,3,Vegetables,3200,Compost: 1400 kg/ha,Use netting for birds,Adopt rainwater harvesting,Tikka disease in groundnut,Ensure proper drainage
Puducherry,Loamy,Coconut,DAP,Soft,Buffalo,None,26,1,Banana,5500,Urea: 120 kg/ha,Use netting for birds,Implement crop rotation,Tikka disease in groundnut,Apply fungicides
Puducherry,Loamy,Tapioca,DAP,Soft,Cattle,Harvester,23,1,Groundnut,3500,NPK: 90 kg/ha,Use netting for birds,Practice mulching,Red Rot in sugarcane,Use resistant varieties
Puducherry,Alluvial,Tapioca,DAP,Soft,Buffalo,None,30,1,Vegetables,3200,Compost: 1400 kg/ha,Use netting for birds,Use intercropping,Wilt in coconut,Apply fungicides
Puducherry,Laterite,Coconut,Compost,Soft,None,None,35,1,Banana,5500,Urea: 120 kg/ha,Use netting for birds,Use intercropping,Blast in rice,Use resistant varieties
Puducherry,Alluvial,Groundnut,Urea,Soft,Buffalo,Rotavator,22,3,Groundnut,3500,NPK: 90 kg/ha,Use netting for birds,Practice mulching,Tikka disease in groundnut,Regularly inspect crops
Puducherry,Sandy,Tapioca,Urea,Soft,Goats,None,39,1,Banana,5500,Urea: 120 kg/ha,Apply pesticides regularly,Adopt rainwater harvesting,Tikka disease in groundnut,Regularly inspect crops
Puducherry,Alluvial,Banana,Urea,Hard,None,None,30,2,Mango,2000,Urea: 50 kg/ha,Apply pesticides regularly,Use intercropping,Blast in rice,Ensure proper drainage
Puducherry,Loamy,Pulses,NPK,Soft,None,Sprayer,22,3,Cotton,4500,NPK: 100 kg/ha,Fence fields for cattle,Adopt rainwater harvesting,Wilt in coconut,Ensure proper drainage
Puducherry,Sandy,Groundnut,NPK,Soft,Goats,None,29,2,Banana,5500,Urea: 120 kg/ha,Use organic repellents,Implement crop rotation,Wilt in coconut,Use resistant varieties
Puducherry,Sandy,Vegetables,Compost,Soft,Poultry,None,28,1,Vegetables,3200,Compost: 1400 kg/ha,Use organic repellents,Adopt rainwater harvesting,Red Rot in sugarcane,Regularly inspect crops
Puducherry,Loamy,Pulses,Urea,Hard,Goats,Brush Cutter,25,3,Pulses,3000,Compost: 1200 kg/ha,Apply pesticides regularly,Implement crop rotation,Yellow vein mosaic in pulses,Regularly inspect crops
Puducherry,Sandy,Coconut,Compost,Hard,Cattle,None,39,1,Tapioca,4000,DAP: 85 kg/ha,Fence fields for cattle,Implement crop rotation,Yellow vein mosaic in pulses,Use resistant varieties
Puducherry,Loamy,Rice,DAP,Hard,Poultry,None,34,2,Mango,2000,Urea: 50 kg/ha,Fence fields for cattle,Practice mulching,Wilt in coconut,Use resistant varieties
Puducherry,Alluvial,Rice,Compost,Soft,None,Brush Cutter,25,2,Pulses,3000,Compost: 1200 kg/ha,Use netting for birds,Practice mulching,Yellow vein mosaic in pulses,Apply fungicides
Puducherry,Loamy,Groundnut,Urea,Hard,None,Brush Cutter,32,3,Pulses,3000,Compost: 1200 kg/ha,Use organic repellents,Implement crop rotation,Tikka disease in groundnut,Apply fungicides
Andaman and Nicobar Islands,Alluvial,Cashew,Compost,Soft,Pigs,None,23,2,Cashew,2200,"Urea: 75 kg/ha, Compost: 1500 kg/ha",Use netting for birds,Use intercropping,Bud Rot in coconut,Ensure proper drainage
Andaman and Nicobar Islands,Laterite,Areca Nut,NPK,Hard,Cattle,None,27,3,Areca Nut,2000,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Apply organic pesticides,Apply drip irrigation,Blast in rice,Ensure proper drainage
Andaman and Nicobar Islands,Loamy,Tapioca,Urea,Hard,Poultry,None,27,3,Tapioca,2600,"DAP: 80 kg/ha, Compost: 1700 kg/ha",Use netting for birds,Utilize compost for soil health,Bud Rot in coconut,Apply fungicides
Andaman and Nicobar Islands,Loamy,Coconut,DAP,Soft,Pigs,None,27,1,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Apply organic pesticides,Apply drip irrigation,Leaf Spot in banana,Ensure proper drainage
Andaman and Nicobar Islands,Sandy,Coconut,Urea,Soft,Cattle,None,31,1,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Fence fields for cattle,Use intercropping,Wilt in pepper,Ensure proper drainage
Andaman and Nicobar Islands,Sandy,Areca Nut,Urea,Hard,Cattle,None,30,3,Areca Nut,2000,"DAP: 90 kg/ha, Compost: 1400 kg/ha",Fence fields for cattle,Apply drip irrigation,Leaf Spot in banana,Apply fungicides
Andaman and Nicobar Islands,Laterite,Coconut,Urea,Soft,Pigs,None,30,1,Coconut,2500,"Urea: 80 kg/ha, Compost: 1500 kg/ha",Use netting for birds,Utilize compost for soil health,Root Rot in pineapple,Regular crop monitoring
Andaman and Nicobar Islands,Loamy,Cashew,DAP,Hard,Goats,None,28,2,Cashew,2200,"Urea: 75 kg/ha, Compost: 1500 kg/ha",Ensure proper irrigation,Utilize compost for soil health,Blast in rice,Ensure proper drainage
Andaman and Nicobar Islands,Laterite,Pulses,DAP,Soft,Goats,Seed Drill,22,3,Pulses,1700,"NPK: 90 kg/ha, Compost: 1500 kg/ha",Ensure proper irrigation,Practice mulching,Wilt in pepper,Ensure proper drainage
Andaman and Nicobar Islands,Alluvial,Rice,NPK,Hard,Cattle,Power Tiller,26,1,Rice,5000,"Urea: 100 kg/ha, Compost: 2000 kg/ha",Apply organic pesticides,Use intercropping,Wilt in pepper,Use resistant varieties
Andaman and Nicobar Islands,Sandy,Rice,NPK,Soft,Pigs,Combine,26,2,Rice,5000,"Urea: 100 kg/ha, Compost: 2000 kg/ha",Ensure proper irrigation,Apply drip irrigation,Bud Rot in coconut,Regular crop monitoring
